img_id,variant,source_dataset,generator_family,label,prob,path
cifake_0485 (9),clean,cifake,real,0,0.5164679884910583,data\cache\clean\test\cifake_0485 (9)\clean.jpg
cifake_0618 (3),clean,cifake,real,0,0.9535012245178223,data\cache\clean\test\cifake_0618 (3)\clean.jpg
cifake_0793,clean,cifake,real,0,0.7563059329986572,data\cache\clean\test\cifake_0793\clean.jpg
cifake_0967 (9),clean,cifake,real,0,0.6017487645149231,data\cache\clean\test\cifake_0967 (9)\clean.jpg
cifake_1139,clean,cifake,real,0,0.8665881752967834,data\cache\clean\test\cifake_1139\clean.jpg
cifake_2071,clean,cifake,real,0,0.5930631756782532,data\cache\clean\test\cifake_2071\clean.jpg
cifake_2122,clean,cifake,real,0,0.7904523015022278,data\cache\clean\test\cifake_2122\clean.jpg
cifake_2633 (10),clean,cifake,real,0,0.8893526196479797,data\cache\clean\test\cifake_2633 (10)\clean.jpg
cifake_2660,clean,cifake,real,0,0.8133786916732788,data\cache\clean\test\cifake_2660\clean.jpg
cifake_3280 (8),clean,cifake,real,0,0.9375830292701721,data\cache\clean\test\cifake_3280 (8)\clean.jpg
cifake_3891 (3),clean,cifake,real,0,0.8845647573471069,data\cache\clean\test\cifake_3891 (3)\clean.jpg
cifake_3916 (8),clean,cifake,real,0,0.8957332372665405,data\cache\clean\test\cifake_3916 (8)\clean.jpg
cifake_4660 (5),clean,cifake,real,0,0.9831600785255432,data\cache\clean\test\cifake_4660 (5)\clean.jpg
cifake_4673 (5),clean,cifake,real,0,0.7103852033615112,data\cache\clean\test\cifake_4673 (5)\clean.jpg
cifake_4805 (8),clean,cifake,real,0,0.6705312132835388,data\cache\clean\test\cifake_4805 (8)\clean.jpg
cifake_4907 (6),clean,cifake,real,0,0.6675823330879211,data\cache\clean\test\cifake_4907 (6)\clean.jpg
sidset_02eb47f790cba404,clean,sidset,real,0,0.8453547954559326,data\cache\clean\test\sidset_02eb47f790cba404\clean.jpg
sidset_036df955965cb2f9,clean,sidset,real,0,0.8851080536842346,data\cache\clean\test\sidset_036df955965cb2f9\clean.jpg
sidset_038789965a8f7606,clean,sidset,real,0,0.9992561936378479,data\cache\clean\test\sidset_038789965a8f7606\clean.jpg
sidset_03a9da8756998d00,clean,sidset,real,0,0.7442572712898254,data\cache\clean\test\sidset_03a9da8756998d00\clean.jpg
sidset_04c57e00f9d1b966,clean,sidset,real,0,0.5125150680541992,data\cache\clean\test\sidset_04c57e00f9d1b966\clean.jpg
sidset_04dca235b99ad328,clean,sidset,real,0,0.9841876029968262,data\cache\clean\test\sidset_04dca235b99ad328\clean.jpg
sidset_075db643445af8e3,clean,sidset,real,0,0.9964886903762817,data\cache\clean\test\sidset_075db643445af8e3\clean.jpg
sidset_0e40f2f48ac5ec94,clean,sidset,real,0,0.9681984782218933,data\cache\clean\test\sidset_0e40f2f48ac5ec94\clean.jpg
sidset_0f8102c25fc764ea,clean,sidset,real,0,0.999404788017273,data\cache\clean\test\sidset_0f8102c25fc764ea\clean.jpg
sidset_10932d70e80241b5,clean,sidset,real,0,0.8739832043647766,data\cache\clean\test\sidset_10932d70e80241b5\clean.jpg
sidset_14312756c1c94efa,clean,sidset,real,0,0.9996305704116821,data\cache\clean\test\sidset_14312756c1c94efa\clean.jpg
sidset_1577f06c8ee59ef0,clean,sidset,real,0,0.9797526597976685,data\cache\clean\test\sidset_1577f06c8ee59ef0\clean.jpg
sidset_16c4058cc17896fc,clean,sidset,real,0,0.8913788795471191,data\cache\clean\test\sidset_16c4058cc17896fc\clean.jpg
sidset_1b20d1ec3fd5a56f,clean,sidset,real,0,0.8162165880203247,data\cache\clean\test\sidset_1b20d1ec3fd5a56f\clean.jpg
sidset_22164251d34be040,clean,sidset,real,0,0.9940176010131836,data\cache\clean\test\sidset_22164251d34be040\clean.jpg
sidset_22b07f2ffcaf319c,clean,sidset,real,0,0.9980968832969666,data\cache\clean\test\sidset_22b07f2ffcaf319c\clean.jpg
sidset_240eaccddb6506ef,clean,sidset,real,0,0.8651301264762878,data\cache\clean\test\sidset_240eaccddb6506ef\clean.jpg
sidset_26c389b400ea1653,clean,sidset,real,0,0.9233522415161133,data\cache\clean\test\sidset_26c389b400ea1653\clean.jpg
sidset_2800b0abf266ffba,clean,sidset,real,0,0.9200797080993652,data\cache\clean\test\sidset_2800b0abf266ffba\clean.jpg
sidset_31d44fee2c336e78,clean,sidset,real,0,0.6154040098190308,data\cache\clean\test\sidset_31d44fee2c336e78\clean.jpg
sidset_34cdb10173e55171,clean,sidset,real,0,0.8686741590499878,data\cache\clean\test\sidset_34cdb10173e55171\clean.jpg
sidset_39a3f029e2e17dd3,clean,sidset,real,0,0.9920722842216492,data\cache\clean\test\sidset_39a3f029e2e17dd3\clean.jpg
sidset_3beca4d6152a4aa5,clean,sidset,real,0,0.9294466376304626,data\cache\clean\test\sidset_3beca4d6152a4aa5\clean.jpg
sidset_41fcb89ff22ef83c,clean,sidset,real,0,0.8555213212966919,data\cache\clean\test\sidset_41fcb89ff22ef83c\clean.jpg
sidset_44062c28bab0688d,clean,sidset,real,0,0.8237248659133911,data\cache\clean\test\sidset_44062c28bab0688d\clean.jpg
sidset_45a6cb8b20ae57d2,clean,sidset,real,0,0.9741631150245667,data\cache\clean\test\sidset_45a6cb8b20ae57d2\clean.jpg
sidset_4e4b9b1d6e8b2aca,clean,sidset,real,0,0.9922159314155579,data\cache\clean\test\sidset_4e4b9b1d6e8b2aca\clean.jpg
sidset_52bf81b2d7f84101,clean,sidset,real,0,0.5478890538215637,data\cache\clean\test\sidset_52bf81b2d7f84101\clean.jpg
sidset_55ed6c0bbd54e07d,clean,sidset,real,0,0.9989402890205383,data\cache\clean\test\sidset_55ed6c0bbd54e07d\clean.jpg
sidset_59fe7b3f437e993b,clean,sidset,real,0,0.7408924698829651,data\cache\clean\test\sidset_59fe7b3f437e993b\clean.jpg
sidset_5b291a7b5ae05cf0,clean,sidset,real,0,0.9832134246826172,data\cache\clean\test\sidset_5b291a7b5ae05cf0\clean.jpg
sidset_5b8f12b78d13bfcd,clean,sidset,real,0,0.8675748109817505,data\cache\clean\test\sidset_5b8f12b78d13bfcd\clean.jpg
sidset_5ba522a91162ae70,clean,sidset,real,0,0.9986488223075867,data\cache\clean\test\sidset_5ba522a91162ae70\clean.jpg
sidset_615f67f3acd96d5c,clean,sidset,real,0,0.6482506394386292,data\cache\clean\test\sidset_615f67f3acd96d5c\clean.jpg
sidset_630624a387e04a88,clean,sidset,real,0,0.6350317597389221,data\cache\clean\test\sidset_630624a387e04a88\clean.jpg
sidset_68f0479b7dde7700,clean,sidset,real,0,0.9453025460243225,data\cache\clean\test\sidset_68f0479b7dde7700\clean.jpg
sidset_6ae976e8966ec975,clean,sidset,real,0,0.5763893723487854,data\cache\clean\test\sidset_6ae976e8966ec975\clean.jpg
sidset_6b7167d906f4ff1f,clean,sidset,real,0,0.9995156526565552,data\cache\clean\test\sidset_6b7167d906f4ff1f\clean.jpg
sidset_6c4941996cd7f5fc,clean,sidset,real,0,0.8577046394348145,data\cache\clean\test\sidset_6c4941996cd7f5fc\clean.jpg
sidset_796b6212cfecb3de,clean,sidset,real,0,0.9956966638565063,data\cache\clean\test\sidset_796b6212cfecb3de\clean.jpg
sidset_7f1ce0ac000e1d6c,clean,sidset,real,0,0.7364204525947571,data\cache\clean\test\sidset_7f1ce0ac000e1d6c\clean.jpg
sidset_8619862cda88466c,clean,sidset,real,0,0.9011117815971375,data\cache\clean\test\sidset_8619862cda88466c\clean.jpg
