img_id,variant,source_dataset,generator_family,label,prob,path
cifake_0235,clean,cifake,real,0,0.5708909034729004,data\cache\clean\test\cifake_0235\clean.jpg
cifake_0327 (5),clean,cifake,real,0,0.858771562576294,data\cache\clean\test\cifake_0327 (5)\clean.jpg
cifake_0618 (3),clean,cifake,real,0,0.9131245017051697,data\cache\clean\test\cifake_0618 (3)\clean.jpg
cifake_0793,clean,cifake,real,0,0.785178005695343,data\cache\clean\test\cifake_0793\clean.jpg
cifake_0967 (9),clean,cifake,real,0,0.5900029540061951,data\cache\clean\test\cifake_0967 (9)\clean.jpg
cifake_1139,clean,cifake,real,0,0.8846892714500427,data\cache\clean\test\cifake_1139\clean.jpg
cifake_1435 (2),clean,cifake,real,0,0.5938727259635925,data\cache\clean\test\cifake_1435 (2)\clean.jpg
cifake_1974,clean,cifake,real,0,0.6846084594726562,data\cache\clean\test\cifake_1974\clean.jpg
cifake_2071,clean,cifake,real,0,0.8456361889839172,data\cache\clean\test\cifake_2071\clean.jpg
cifake_2122,clean,cifake,real,0,0.8433293700218201,data\cache\clean\test\cifake_2122\clean.jpg
cifake_2547,clean,cifake,real,0,0.7062472105026245,data\cache\clean\test\cifake_2547\clean.jpg
cifake_2633 (10),clean,cifake,real,0,0.5450339913368225,data\cache\clean\test\cifake_2633 (10)\clean.jpg
cifake_2874 (4),clean,cifake,real,0,0.8677071928977966,data\cache\clean\test\cifake_2874 (4)\clean.jpg
cifake_3280 (8),clean,cifake,real,0,0.9242073893547058,data\cache\clean\test\cifake_3280 (8)\clean.jpg
cifake_3330 (4),clean,cifake,real,0,0.6076757907867432,data\cache\clean\test\cifake_3330 (4)\clean.jpg
cifake_3891 (3),clean,cifake,real,0,0.7806492447853088,data\cache\clean\test\cifake_3891 (3)\clean.jpg
cifake_3916 (8),clean,cifake,real,0,0.7782822847366333,data\cache\clean\test\cifake_3916 (8)\clean.jpg
cifake_4186 (5),clean,cifake,real,0,0.5230774879455566,data\cache\clean\test\cifake_4186 (5)\clean.jpg
cifake_4660 (5),clean,cifake,real,0,0.9567809104919434,data\cache\clean\test\cifake_4660 (5)\clean.jpg
cifake_4673 (5),clean,cifake,real,0,0.5009740591049194,data\cache\clean\test\cifake_4673 (5)\clean.jpg
cifake_4805 (8),clean,cifake,real,0,0.5571366548538208,data\cache\clean\test\cifake_4805 (8)\clean.jpg
sidset_02eb47f790cba404,clean,sidset,real,0,0.6158991456031799,data\cache\clean\test\sidset_02eb47f790cba404\clean.jpg
sidset_036df955965cb2f9,clean,sidset,real,0,0.8385576605796814,data\cache\clean\test\sidset_036df955965cb2f9\clean.jpg
sidset_038789965a8f7606,clean,sidset,real,0,0.9623168110847473,data\cache\clean\test\sidset_038789965a8f7606\clean.jpg
sidset_03a9da8756998d00,clean,sidset,real,0,0.7403583526611328,data\cache\clean\test\sidset_03a9da8756998d00\clean.jpg
sidset_075db643445af8e3,clean,sidset,real,0,0.7881658673286438,data\cache\clean\test\sidset_075db643445af8e3\clean.jpg
sidset_0e40f2f48ac5ec94,clean,sidset,real,0,0.6902664303779602,data\cache\clean\test\sidset_0e40f2f48ac5ec94\clean.jpg
sidset_0f8102c25fc764ea,clean,sidset,real,0,0.9990994930267334,data\cache\clean\test\sidset_0f8102c25fc764ea\clean.jpg
sidset_14312756c1c94efa,clean,sidset,real,0,0.9999996423721313,data\cache\clean\test\sidset_14312756c1c94efa\clean.jpg
sidset_16c4058cc17896fc,clean,sidset,real,0,0.5718839168548584,data\cache\clean\test\sidset_16c4058cc17896fc\clean.jpg
sidset_1b20d1ec3fd5a56f,clean,sidset,real,0,0.523574948310852,data\cache\clean\test\sidset_1b20d1ec3fd5a56f\clean.jpg
sidset_22b07f2ffcaf319c,clean,sidset,real,0,0.9536393880844116,data\cache\clean\test\sidset_22b07f2ffcaf319c\clean.jpg
sidset_26c389b400ea1653,clean,sidset,real,0,0.9878656268119812,data\cache\clean\test\sidset_26c389b400ea1653\clean.jpg
sidset_31d44fee2c336e78,clean,sidset,real,0,0.8787121772766113,data\cache\clean\test\sidset_31d44fee2c336e78\clean.jpg
sidset_34866edcc2800ae0,clean,sidset,real,0,0.9402094483375549,data\cache\clean\test\sidset_34866edcc2800ae0\clean.jpg
sidset_36ec0b674a14714a,clean,sidset,real,0,0.9072211980819702,data\cache\clean\test\sidset_36ec0b674a14714a\clean.jpg
sidset_389903ded0c46375,clean,sidset,real,0,0.6146703362464905,data\cache\clean\test\sidset_389903ded0c46375\clean.jpg
sidset_39a3f029e2e17dd3,clean,sidset,real,0,0.9578672051429749,data\cache\clean\test\sidset_39a3f029e2e17dd3\clean.jpg
sidset_3beca4d6152a4aa5,clean,sidset,real,0,0.8364163041114807,data\cache\clean\test\sidset_3beca4d6152a4aa5\clean.jpg
