img_id,variant,source_dataset,generator_family,label,prob,path
cifake_0085,clean,cifake,real,0,0.8912864327430725,data\cache\clean\test\cifake_0085\clean.jpg
cifake_0089 (3),clean,cifake,real,0,0.6941133141517639,data\cache\clean\test\cifake_0089 (3)\clean.jpg
cifake_0176 (2),clean,cifake,real,0,0.7013359069824219,data\cache\clean\test\cifake_0176 (2)\clean.jpg
cifake_0325 (7),clean,cifake,real,0,0.6325017213821411,data\cache\clean\test\cifake_0325 (7)\clean.jpg
cifake_0343 (6),clean,cifake,real,0,0.939183235168457,data\cache\clean\test\cifake_0343 (6)\clean.jpg
cifake_0618 (3),clean,cifake,real,0,0.9131671190261841,data\cache\clean\test\cifake_0618 (3)\clean.jpg
cifake_0793,clean,cifake,real,0,0.9006696939468384,data\cache\clean\test\cifake_0793\clean.jpg
cifake_0967 (9),clean,cifake,real,0,0.6632313132286072,data\cache\clean\test\cifake_0967 (9)\clean.jpg
cifake_1139,clean,cifake,real,0,0.8791823983192444,data\cache\clean\test\cifake_1139\clean.jpg
cifake_1308 (6),clean,cifake,real,0,0.9412451982498169,data\cache\clean\test\cifake_1308 (6)\clean.jpg
cifake_1974,clean,cifake,real,0,0.8418989777565002,data\cache\clean\test\cifake_1974\clean.jpg
cifake_2122,clean,cifake,real,0,0.9974644184112549,data\cache\clean\test\cifake_2122\clean.jpg
cifake_2270 (3),clean,cifake,real,0,0.8663442730903625,data\cache\clean\test\cifake_2270 (3)\clean.jpg
cifake_2500 (3),clean,cifake,real,0,0.6352031230926514,data\cache\clean\test\cifake_2500 (3)\clean.jpg
cifake_2660,clean,cifake,real,0,0.9183580875396729,data\cache\clean\test\cifake_2660\clean.jpg
cifake_2998 (7),clean,cifake,real,0,0.7746893167495728,data\cache\clean\test\cifake_2998 (7)\clean.jpg
cifake_3129 (9),clean,cifake,real,0,0.8246650695800781,data\cache\clean\test\cifake_3129 (9)\clean.jpg
cifake_4369,clean,cifake,real,0,0.9586966037750244,data\cache\clean\test\cifake_4369\clean.jpg
cifake_4592 (10),clean,cifake,real,0,0.6895225644111633,data\cache\clean\test\cifake_4592 (10)\clean.jpg
cifake_4660 (5),clean,cifake,real,0,0.977812647819519,data\cache\clean\test\cifake_4660 (5)\clean.jpg
cifake_4673 (5),clean,cifake,real,0,0.9239747524261475,data\cache\clean\test\cifake_4673 (5)\clean.jpg
sidset_036df955965cb2f9,clean,sidset,real,0,0.992742657661438,data\cache\clean\test\sidset_036df955965cb2f9\clean.jpg
sidset_038789965a8f7606,clean,sidset,real,0,0.9981067180633545,data\cache\clean\test\sidset_038789965a8f7606\clean.jpg
sidset_03a9da8756998d00,clean,sidset,real,0,0.6594502925872803,data\cache\clean\test\sidset_03a9da8756998d00\clean.jpg
sidset_04c57e00f9d1b966,clean,sidset,real,0,0.5201992988586426,data\cache\clean\test\sidset_04c57e00f9d1b966\clean.jpg
sidset_0c7d50e7c83d5fa9,clean,sidset,real,0,0.6697655320167542,data\cache\clean\test\sidset_0c7d50e7c83d5fa9\clean.jpg
sidset_10932d70e80241b5,clean,sidset,real,0,0.9042868614196777,data\cache\clean\test\sidset_10932d70e80241b5\clean.jpg
sidset_1409961a28ec7db5,clean,sidset,real,0,0.5256563425064087,data\cache\clean\test\sidset_1409961a28ec7db5\clean.jpg
sidset_14312756c1c94efa,clean,sidset,real,0,0.8500908613204956,data\cache\clean\test\sidset_14312756c1c94efa\clean.jpg
sidset_19a1dd0dde3ed26c,clean,sidset,real,0,0.6472303867340088,data\cache\clean\test\sidset_19a1dd0dde3ed26c\clean.jpg
sidset_1ac2b808424b8d8b,clean,sidset,real,0,0.6688514947891235,data\cache\clean\test\sidset_1ac2b808424b8d8b\clean.jpg
sidset_1b20d1ec3fd5a56f,clean,sidset,real,0,0.7694410085678101,data\cache\clean\test\sidset_1b20d1ec3fd5a56f\clean.jpg
sidset_1bfc154f6c762c73,clean,sidset,real,0,0.7470363974571228,data\cache\clean\test\sidset_1bfc154f6c762c73\clean.jpg
sidset_1d24e17c0f598d7a,clean,sidset,real,0,0.6720420718193054,data\cache\clean\test\sidset_1d24e17c0f598d7a\clean.jpg
sidset_1d49d26ca0273da6,clean,sidset,real,0,0.9832490682601929,data\cache\clean\test\sidset_1d49d26ca0273da6\clean.jpg
sidset_230a893e83782a7f,clean,sidset,real,0,0.9522325396537781,data\cache\clean\test\sidset_230a893e83782a7f\clean.jpg
